UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,70
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,100
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,85
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,10
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",30
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,10
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",0
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,230
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,530
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,370
10007804,The University of Stirling,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,0
